user_id,date,event,product_id
99,2018-01-17,view,P5
99,2018-01-17,view,P9
99,2018-01-17,view,P17
24,2018-01-19,login,
24,2018-01-19,view,P2
24,2018-01-19,view,P3
24,2018-01-19,view,P4
24,2018-01-19,view,P9
24,2018-01-19,view,P12
24,2018-01-19,view,P14
60,2018-01-20,login,
60,2018-01-20,view,P9
60,2018-01-20,view,P14
60,2018-01-20,view,P17
60,2018-01-20,view,P19
4,2018-01-21,login,
4,2018-01-21,view,P4
4,2018-01-21,view,P19
40,2018-01-21,login,
40,2018-01-21,view,P2
40,2018-01-21,view,P10
40,2018-01-21,view,P13
40,2018-01-21,view,P15
40,2018-01-21,view,P18
34,2018-01-22,login,
34,2018-01-22,view,P7
34,2018-01-22,view,P17
34,2018-01-22,view,P20
42,2018-01-22,login,
42,2018-01-22,view,P2
42,2018-01-22,view,P4
42,2018-01-22,view,P5
42,2018-01-22,view,P7
23,2018-01-23,login,
23,2018-01-23,view,P1
23,2018-01-23,view,P11
23,2018-01-23,view,P12
23,2018-01-23,view,P13
17,2018-01-26,login,
17,2018-01-26,view,P2
17,2018-01-26,view,P3
17,2018-01-26,view,P11
64,2018-01-26,login,
64,2018-01-26,view,P17
64,2018-01-26,view,P18
5,2018-01-27,login,
5,2018-01-27,view,P9
5,2018-01-27,view,P11
5,2018-01-27,view,P13
5,2018-01-27,view,P19
60,2018-01-28,login,
60,2018-01-28,view,P2
60,2018-01-28,view,P8
60,2018-01-28,view,P14
60,2018-01-28,view,P16
60,2018-01-28,view,P17
63,2018-02-01,login,
63,2018-02-01,view,P2
63,2018-02-01,view,P7
63,2018-02-01,view,P8
63,2018-02-01,view,P11
63,2018-02-01,view,P14
100,2018-02-01,login,
100,2018-02-01,view,P1
100,2018-02-01,view,P5
100,2018-02-01,view,P7
100,2018-02-01,view,P14
100,2018-02-01,view,P16
29,2018-02-03,login,
29,2018-02-03,view,P3
29,2018-02-03,view,P10
29,2018-02-03,view,P16
29,2018-02-03,view,P18
82,2018-02-03,login,
82,2018-02-03,view,P6
82,2018-02-03,view,P10
82,2018-02-03,view,P13
82,2018-02-03,view,P14
82,2018-02-03,view,P17
96,2018-02-03,login,
96,2018-02-03,view,P4
96,2018-02-03,view,P13
96,2018-02-03,view,P17
76,2018-02-04,login,
76,2018-02-04,view,P9
76,2018-02-04,view,P11
61,2018-02-05,login,
61,2018-02-05,view,P6
61,2018-02-05,view,P19
10,2018-02-06,login,
10,2018-02-06,view,P2
10,2018-02-06,view,P4
10,2018-02-06,view,P8
10,2018-02-06,view,P11
10,2018-02-06,view,P13
28,2018-02-06,login,
28,2018-02-06,view,P2
37,2018-02-06,login,
37,2018-02-06,view,P2
37,2018-02-06,view,P4
37,2018-02-06,view,P17
37,2018-02-06,view,P19
37,2018-02-06,view,P20
28,2018-02-07,login,
28,2018-02-07,view,P2
28,2018-02-07,view,P7
28,2018-02-07,view,P17
52,2018-02-07,login,
52,2018-02-07,view,P5
52,2018-02-07,view,P8
52,2018-02-07,view,P17
63,2018-02-08,login,
63,2018-02-08,view,P1
63,2018-02-08,view,P2
63,2018-02-08,view,P7
63,2018-02-08,view,P8
63,2018-02-08,view,P14
63,2018-02-08,view,P15
63,2018-02-08,view,P18
90,2018-02-11,login,
90,2018-02-11,view,P5
90,2018-02-11,view,P12
90,2018-02-11,view,P13
90,2018-02-11,view,P14
90,2018-02-11,view,P18
22,2018-02-12,login,
22,2018-02-12,view,P1
22,2018-02-12,view,P4
22,2018-02-12,view,P5
74,2018-02-16,login,
74,2018-02-16,view,P1
74,2018-02-16,view,P5
56,2018-02-18,login,
56,2018-02-18,view,P1
56,2018-02-18,view,P10
56,2018-02-18,view,P12
56,2018-02-18,view,P15
56,2018-02-18,view,P20
61,2018-02-18,login,
61,2018-02-18,view,P6
61,2018-02-18,view,P12
61,2018-02-18,view,P14
61,2018-02-18,view,P20
69,2018-02-18,login,
69,2018-02-18,view,P2
69,2018-02-18,view,P3
69,2018-02-18,view,P14
69,2018-02-18,view,P20
12,2018-02-19,login,
12,2018-02-19,view,P8
12,2018-02-19,view,P11
12,2018-02-19,view,P13
12,2018-02-19,view,P14
12,2018-02-19,view,P17
72,2018-02-19,login,
72,2018-02-19,view,P7
72,2018-02-19,view,P11
72,2018-02-19,view,P14
86,2018-02-19,login,
86,2018-02-19,view,P4
86,2018-02-19,view,P7
86,2018-02-19,view,P13
42,2018-02-21,login,
42,2018-02-21,view,P2
42,2018-02-21,view,P4
42,2018-02-21,view,P5
42,2018-02-21,view,P8
42,2018-02-21,view,P20
61,2018-02-21,login,
61,2018-02-21,view,P7
61,2018-02-21,view,P8
61,2018-02-21,view,P11
61,2018-02-21,view,P16
14,2018-02-22,login,
14,2018-02-22,view,P1
14,2018-02-22,view,P4
14,2018-02-22,view,P13
37,2018-02-22,login,
37,2018-02-22,view,P1
37,2018-02-22,view,P4
37,2018-02-22,view,P5
76,2018-02-23,login,
76,2018-02-23,view,P2
76,2018-02-23,view,P16
61,2018-02-25,login,
61,2018-02-25,view,P9
61,2018-02-25,view,P15
34,2018-02-27,login,
34,2018-02-27,view,P9
34,2018-02-27,view,P11
34,2018-02-27,view,P13
34,2018-02-27,view,P18
34,2018-02-27,view,P19
93,2018-02-27,login,
93,2018-02-27,view,P1
93,2018-02-27,view,P2
93,2018-02-27,view,P17
97,2018-02-27,login,
97,2018-02-27,view,P1
97,2018-02-27,view,P9
97,2018-02-27,view,P11
97,2018-02-27,view,P20
100,2018-02-27,login,
100,2018-02-27,view,P1
100,2018-02-27,view,P12
100,2018-02-27,view,P14
27,2018-02-28,login,
27,2018-02-28,view,P12
27,2018-02-28,view,P14
27,2018-02-28,view,P15
27,2018-02-28,view,P20
20,2018-03-01,login,
20,2018-03-01,view,P7
20,2018-03-01,view,P19
33,2018-03-02,login,
33,2018-03-02,view,P5
33,2018-03-02,view,P8
75,2018-03-02,login,
75,2018-03-02,view,P3
75,2018-03-02,view,P5
75,2018-03-02,view,P8
75,2018-03-02,view,P10
75,2018-03-02,view,P14
75,2018-03-02,view,P18
83,2018-03-02,login,
83,2018-03-02,view,P1
83,2018-03-02,view,P2
83,2018-03-02,view,P5
83,2018-03-02,view,P6
83,2018-03-02,view,P9
83,2018-03-02,view,P13
66,2018-03-03,login,
66,2018-03-03,view,P2
66,2018-03-03,view,P6
66,2018-03-03,view,P17
17,2018-03-05,login,
17,2018-03-05,view,P2
17,2018-03-05,view,P5
17,2018-03-05,view,P8
17,2018-03-05,view,P13
37,2018-03-05,login,
37,2018-03-05,view,P4
37,2018-03-05,view,P6
37,2018-03-05,view,P13
37,2018-03-05,view,P19
58,2018-03-05,login,
58,2018-03-05,view,P5
58,2018-03-05,view,P8
58,2018-03-05,view,P15
12,2018-03-06,login,
12,2018-03-06,view,P9
12,2018-03-06,view,P14
28,2018-03-09,login,
28,2018-03-09,view,P4
28,2018-03-09,view,P8
28,2018-03-09,view,P16
28,2018-03-09,view,P20
35,2018-03-09,login,
35,2018-03-09,view,P2
35,2018-03-09,view,P11
48,2018-03-11,login,
48,2018-03-11,view,P3
48,2018-03-11,view,P17
22,2018-03-12,login,
22,2018-03-12,view,P4
22,2018-03-12,view,P5
22,2018-03-12,view,P8
22,2018-03-12,view,P14
72,2018-03-14,login,
72,2018-03-14,view,P5
72,2018-03-14,view,P9
72,2018-03-14,view,P11
43,2018-03-15,login,
43,2018-03-15,view,P2
43,2018-03-15,view,P4
43,2018-03-15,view,P9
43,2018-03-15,view,P10
43,2018-03-15,view,P11
43,2018-03-15,view,P13
43,2018-03-15,view,P14
61,2018-03-15,login,
61,2018-03-15,view,P9
61,2018-03-15,view,P12
61,2018-03-15,view,P18
7,2018-03-17,login,
7,2018-03-17,view,P1
7,2018-03-17,view,P2
7,2018-03-17,view,P11
7,2018-03-17,view,P17
36,2018-03-18,login,
36,2018-03-18,view,P2
36,2018-03-18,view,P4
36,2018-03-18,view,P10
36,2018-03-18,view,P14
5,2018-03-19,login,
5,2018-03-19,view,P4
82,2018-03-19,login,
82,2018-03-19,view,P5
82,2018-03-19,view,P12
82,2018-03-19,view,P13
82,2018-03-19,view,P15
72,2018-03-20,login,
72,2018-03-20,view,P3
72,2018-03-20,view,P8
72,2018-03-20,view,P11
48,2018-03-21,login,
48,2018-03-21,view,P1
54,2018-03-22,login,
54,2018-03-22,view,P1
54,2018-03-22,view,P10
59,2018-03-23,login,
59,2018-03-23,view,P4
59,2018-03-23,view,P5
59,2018-03-23,view,P11
59,2018-03-23,view,P15
59,2018-03-23,view,P16
43,2018-03-26,login,
43,2018-03-26,view,P2
43,2018-03-26,view,P9
43,2018-03-26,view,P15
59,2018-03-26,login,
59,2018-03-26,view,P4
59,2018-03-26,view,P6
59,2018-03-26,view,P8
59,2018-03-26,view,P11
59,2018-03-26,view,P12
84,2018-03-27,login,
84,2018-03-27,view,P2
84,2018-03-27,view,P11
2,2018-03-28,login,
2,2018-03-28,view,P2
2,2018-03-28,view,P4
2,2018-03-28,view,P7
2,2018-03-28,view,P11
2,2018-03-28,view,P19
97,2018-03-28,login,
97,2018-03-28,view,P8
97,2018-03-28,view,P11
26,2018-03-29,login,
26,2018-03-29,view,P7
26,2018-03-29,view,P13
26,2018-03-29,view,P14
40,2018-03-29,login,
40,2018-03-29,view,P5
40,2018-03-29,view,P18
40,2018-03-29,view,P19
56,2018-03-29,login,
56,2018-03-29,view,P7
52,2018-03-30,login,
52,2018-03-30,view,P3
52,2018-03-30,view,P10
52,2018-03-30,view,P11
11,2018-03-31,login,
11,2018-03-31,view,P2
11,2018-03-31,view,P4
11,2018-03-31,view,P20
84,2018-03-31,login,
84,2018-03-31,view,P4
84,2018-03-31,view,P13
84,2018-03-31,view,P17
92,2018-03-31,login,
92,2018-03-31,view,P1
92,2018-03-31,view,P14
92,2018-03-31,view,P19
92,2018-03-31,view,P20
76,2018-04-01,login,
76,2018-04-01,view,P3
76,2018-04-01,view,P11
82,2018-04-01,login,
82,2018-04-01,view,P2
82,2018-04-01,view,P5
82,2018-04-01,view,P6
82,2018-04-01,view,P8
82,2018-04-01,view,P17
47,2018-04-02,login,
47,2018-04-02,view,P4
47,2018-04-02,view,P9
47,2018-04-02,view,P11
47,2018-04-02,view,P19
10,2018-04-04,login,
10,2018-04-04,view,P2
10,2018-04-04,view,P4
10,2018-04-04,view,P9
10,2018-04-04,view,P13
86,2018-04-04,login,
86,2018-04-04,view,P3
86,2018-04-04,view,P4
86,2018-04-04,view,P6
86,2018-04-04,view,P7
86,2018-04-04,view,P11
86,2018-04-04,view,P14
86,2018-04-04,view,P17
39,2018-04-05,login,
39,2018-04-05,view,P4
39,2018-04-05,view,P9
39,2018-04-05,view,P12
39,2018-04-05,view,P18
13,2018-04-06,login,
13,2018-04-06,view,P2
13,2018-04-06,view,P4
13,2018-04-06,view,P8
13,2018-04-06,view,P16
13,2018-04-06,view,P20
70,2018-04-06,login,
96,2018-04-06,login,
96,2018-04-06,view,P1
96,2018-04-06,view,P3
96,2018-04-06,view,P5
96,2018-04-06,view,P9
96,2018-04-06,view,P10
96,2018-04-06,view,P11
96,2018-04-06,view,P12
11,2018-04-07,login,
11,2018-04-07,view,P2
11,2018-04-07,view,P3
11,2018-04-07,view,P4
11,2018-04-07,view,P14
11,2018-04-07,view,P16
34,2018-04-09,login,
34,2018-04-09,view,P1
34,2018-04-09,view,P16
34,2018-04-09,view,P18
34,2018-04-09,view,P20
72,2018-04-14,login,
72,2018-04-14,view,P3
72,2018-04-14,view,P6
72,2018-04-14,view,P7
17,2018-04-16,login,
17,2018-04-16,view,P1
17,2018-04-16,view,P2
17,2018-04-16,view,P5
17,2018-04-16,view,P8
17,2018-04-16,view,P11
17,2018-04-16,view,P12
17,2018-04-16,view,P15
17,2018-04-16,view,P16
29,2018-04-16,login,
29,2018-04-16,view,P12
100,2018-04-16,login,
100,2018-04-16,view,P7
100,2018-04-16,view,P10
100,2018-04-16,view,P14
5,2018-04-19,login,
69,2018-04-22,login,
69,2018-04-22,view,P1
69,2018-04-22,view,P2
69,2018-04-22,view,P10
69,2018-04-22,view,P11
69,2018-04-22,view,P17
69,2018-04-22,view,P19
93,2018-04-22,login,
93,2018-04-22,view,P11
93,2018-04-22,view,P19
93,2018-04-22,view,P20
18,2018-04-23,login,
18,2018-04-23,view,P5
18,2018-04-23,view,P7
18,2018-04-23,view,P15
24,2018-04-23,login,
24,2018-04-23,view,P2
24,2018-04-23,view,P4
24,2018-04-23,view,P9
24,2018-04-23,view,P13
24,2018-04-23,view,P14
24,2018-04-23,view,P15
57,2018-04-23,login,
57,2018-04-23,view,P4
57,2018-04-23,view,P5
57,2018-04-23,view,P11
57,2018-04-23,view,P18
60,2018-04-24,login,
60,2018-04-24,view,P2
60,2018-04-24,view,P8
60,2018-04-24,view,P20
42,2018-04-26,login,
42,2018-04-26,view,P2
42,2018-04-26,view,P4
42,2018-04-26,view,P5
42,2018-04-26,view,P7
22,2018-04-27,login,
22,2018-04-27,view,P1
22,2018-04-27,view,P4
22,2018-04-27,view,P9
22,2018-04-27,view,P14
1,2018-04-28,login,
1,2018-04-28,view,P1
1,2018-04-28,view,P6
1,2018-04-28,view,P18
69,2018-04-28,login,
69,2018-04-28,view,P2
69,2018-04-28,view,P3
69,2018-04-28,view,P4
69,2018-04-28,view,P13
69,2018-04-28,view,P14
69,2018-04-28,view,P17
81,2018-04-28,login,
81,2018-04-28,view,P2
81,2018-04-28,view,P8
81,2018-04-28,view,P9
81,2018-04-28,view,P11
81,2018-04-28,view,P17
52,2018-04-29,login,
52,2018-04-29,view,P4
52,2018-04-29,view,P8
52,2018-04-29,view,P12
56,2018-04-29,login,
56,2018-04-29,view,P6
56,2018-04-29,view,P8
56,2018-04-29,view,P12
56,2018-04-29,view,P14
69,2018-04-29,login,
69,2018-04-29,view,P2
69,2018-04-29,view,P7
69,2018-04-29,view,P10
69,2018-04-29,view,P11
69,2018-04-29,view,P12
69,2018-04-29,view,P14
69,2018-04-29,view,P17
69,2018-04-29,view,P20
79,2018-04-29,login,
79,2018-04-29,view,P9
79,2018-04-29,view,P10
79,2018-04-29,view,P13
79,2018-04-29,view,P19
4,2018-04-30,login,
4,2018-04-30,view,P4
4,2018-04-30,view,P15
97,2018-05-01,login,
97,2018-05-01,view,P5
97,2018-05-01,view,P8
97,2018-05-01,view,P9
97,2018-05-01,view,P18
61,2018-05-02,login,
61,2018-05-02,view,P3
61,2018-05-02,view,P4
61,2018-05-02,view,P10
61,2018-05-02,view,P13
61,2018-05-02,view,P14
61,2018-05-02,view,P16
61,2018-05-02,view,P18
79,2018-05-02,login,
99,2018-05-02,login,
99,2018-05-02,view,P4
99,2018-05-02,view,P5
99,2018-05-02,view,P6
27,2018-05-03,login,
27,2018-05-03,view,P7
27,2018-05-03,view,P14
27,2018-05-03,view,P16
52,2018-05-04,login,
52,2018-05-04,view,P4
52,2018-05-04,view,P5
52,2018-05-04,view,P8
90,2018-05-04,login,
90,2018-05-04,view,P3
90,2018-05-04,view,P10
90,2018-05-04,view,P14
90,2018-05-04,view,P15
90,2018-05-04,view,P16
90,2018-05-04,view,P18
97,2018-05-04,login,
97,2018-05-04,view,P11
97,2018-05-04,view,P20
54,2018-05-05,login,
54,2018-05-05,view,P9
54,2018-05-05,view,P10
54,2018-05-05,view,P16
14,2018-05-06,login,
14,2018-05-06,view,P1
14,2018-05-06,view,P4
14,2018-05-06,view,P5
14,2018-05-06,view,P12
14,2018-05-06,view,P14
64,2018-05-06,login,
64,2018-05-06,view,P16
90,2018-05-09,login,
90,2018-05-09,view,P5
90,2018-05-09,view,P8
90,2018-05-09,view,P13
90,2018-05-09,view,P14
90,2018-05-09,view,P16
90,2018-05-09,view,P18
90,2018-05-09,view,P20
71,2018-05-11,login,
71,2018-05-11,view,P8
71,2018-05-11,view,P10
71,2018-05-11,view,P16
82,2018-05-11,login,
82,2018-05-11,view,P2
82,2018-05-11,view,P5
82,2018-05-11,view,P9
82,2018-05-11,view,P12
82,2018-05-11,view,P13
82,2018-05-11,view,P18
98,2018-05-11,login,
98,2018-05-11,view,P4
98,2018-05-11,view,P5
98,2018-05-11,view,P11
98,2018-05-11,view,P14
64,2018-05-13,login,
64,2018-05-13,view,P13
64,2018-05-13,view,P14
53,2018-05-14,login,
53,2018-05-14,view,P8
79,2018-05-14,login,
79,2018-05-14,view,P9
79,2018-05-14,view,P16
97,2018-05-14,login,
97,2018-05-14,view,P1
97,2018-05-14,view,P8
97,2018-05-14,view,P11
97,2018-05-14,view,P13
97,2018-05-14,view,P18
60,2018-05-16,login,
60,2018-05-16,view,P9
60,2018-05-16,view,P14
60,2018-05-16,view,P17
60,2018-05-16,view,P20
37,2018-05-17,login,
37,2018-05-17,view,P3
37,2018-05-17,view,P4
37,2018-05-17,view,P10
37,2018-05-17,view,P12
37,2018-05-17,view,P14
81,2018-05-17,login,
81,2018-05-17,view,P2
81,2018-05-17,view,P3
81,2018-05-17,view,P8
81,2018-05-17,view,P13
81,2018-05-17,view,P14
81,2018-05-17,view,P20
12,2018-05-19,login,
12,2018-05-19,view,P1
12,2018-05-19,view,P8
12,2018-05-19,view,P15
12,2018-05-19,view,P18
48,2018-05-19,login,
48,2018-05-19,view,P3
48,2018-05-19,view,P16
48,2018-05-19,view,P17
87,2018-05-20,login,
87,2018-05-20,view,P4
87,2018-05-20,view,P6
87,2018-05-20,view,P7
87,2018-05-20,view,P18
56,2018-05-21,login,
56,2018-05-21,view,P3
56,2018-05-21,view,P10
56,2018-05-21,view,P12
56,2018-05-21,view,P18
28,2018-05-22,login,
28,2018-05-22,view,P3
28,2018-05-22,view,P16
50,2018-05-22,login,
50,2018-05-22,view,P14
50,2018-05-22,view,P15
52,2018-05-23,login,
52,2018-05-23,view,P1
52,2018-05-23,view,P3
52,2018-05-23,view,P9
52,2018-05-23,view,P11
52,2018-05-23,view,P12
8,2018-05-25,login,
8,2018-05-25,view,P4
8,2018-05-25,view,P12
8,2018-05-25,view,P19
79,2018-05-26,login,
79,2018-05-26,view,P10
2,2018-05-27,login,
2,2018-05-27,view,P2
2,2018-05-27,view,P7
2,2018-05-27,view,P11
22,2018-05-28,login,
22,2018-05-28,view,P5
28,2018-05-29,login,
28,2018-05-29,view,P2
28,2018-05-29,view,P11
39,2018-05-29,login,
39,2018-05-29,view,P4
39,2018-05-29,view,P9
39,2018-05-29,view,P10
39,2018-05-29,view,P13
39,2018-05-29,view,P19
14,2018-05-30,login,
14,2018-05-30,view,P1
14,2018-05-30,view,P4
14,2018-05-30,view,P11
14,2018-05-30,view,P13
14,2018-05-30,view,P16
14,2018-05-30,view,P18
67,2018-05-30,login,
67,2018-05-30,view,P18
93,2018-05-31,login,
93,2018-05-31,view,P9
93,2018-05-31,view,P11
67,2018-06-01,login,
67,2018-06-01,view,P7
67,2018-06-01,view,P8
67,2018-06-01,view,P14
28,2018-06-04,login,
28,2018-06-04,view,P2
33,2018-06-07,login,
33,2018-06-07,view,P5
33,2018-06-07,view,P6
33,2018-06-07,view,P8
33,2018-06-07,view,P17
28,2018-06-08,login,
28,2018-06-08,view,P2
28,2018-06-08,view,P4
28,2018-06-08,view,P8
28,2018-06-08,view,P14
35,2018-06-08,login,
35,2018-06-08,view,P2
35,2018-06-08,view,P13
44,2018-06-08,login,
44,2018-06-08,view,P2
44,2018-06-08,view,P3
44,2018-06-08,view,P6
44,2018-06-08,view,P11
44,2018-06-08,view,P13
44,2018-06-08,view,P19
59,2018-06-09,login,
59,2018-06-09,view,P4
59,2018-06-09,view,P5
59,2018-06-09,view,P7
59,2018-06-09,view,P8
59,2018-06-09,view,P11
59,2018-06-09,view,P15
59,2018-06-09,view,P20
80,2018-06-10,login,
80,2018-06-10,view,P1
80,2018-06-10,view,P2
80,2018-06-10,view,P4
80,2018-06-10,view,P11
80,2018-06-10,view,P19
6,2018-06-13,login,
6,2018-06-13,view,P4
6,2018-06-13,view,P17
35,2018-06-14,login,
35,2018-06-14,view,P1
35,2018-06-14,view,P2
35,2018-06-14,view,P3
35,2018-06-14,view,P7
35,2018-06-14,view,P16
29,2018-06-17,login,
44,2018-06-17,login,
44,2018-06-17,view,P2
44,2018-06-17,view,P12
93,2018-06-17,login,
93,2018-06-17,view,P11
93,2018-06-17,view,P15
97,2018-06-17,login,
97,2018-06-17,view,P13
97,2018-06-17,view,P15
66,2018-06-19,login,
66,2018-06-19,view,P2
66,2018-06-19,view,P13
66,2018-06-19,view,P18
69,2018-06-19,login,
69,2018-06-19,view,P2
69,2018-06-19,view,P11
69,2018-06-19,view,P14
69,2018-06-19,view,P17
97,2018-06-20,login,
97,2018-06-20,view,P7
97,2018-06-20,view,P8
28,2018-06-21,login,
28,2018-06-21,view,P2
28,2018-06-21,view,P5
28,2018-06-21,view,P16
55,2018-06-21,login,
55,2018-06-21,view,P8
55,2018-06-21,view,P12
55,2018-06-21,view,P13
55,2018-06-21,view,P18
67,2018-06-21,login,
67,2018-06-21,view,P14
22,2018-06-22,login,
22,2018-06-22,view,P1
22,2018-06-22,view,P4
22,2018-06-22,view,P11
22,2018-06-22,view,P17
37,2018-06-22,login,
37,2018-06-22,view,P6
37,2018-06-22,view,P8
37,2018-06-22,view,P12
37,2018-06-22,view,P13
37,2018-06-22,view,P14
40,2018-06-22,login,
40,2018-06-22,view,P5
40,2018-06-22,view,P6
40,2018-06-22,view,P13
72,2018-06-23,login,
72,2018-06-23,view,P8
72,2018-06-23,view,P11
72,2018-06-23,view,P18
72,2018-06-23,view,P19
29,2018-06-24,login,
29,2018-06-24,view,P7
29,2018-06-24,view,P8
29,2018-06-24,view,P13
29,2018-06-24,view,P18
59,2018-06-24,login,
59,2018-06-24,view,P1
59,2018-06-24,view,P4
59,2018-06-24,view,P11
59,2018-06-24,view,P15
61,2018-06-24,login,
61,2018-06-24,view,P4
61,2018-06-24,view,P18
80,2018-06-24,login,
80,2018-06-24,view,P1
80,2018-06-24,view,P2
80,2018-06-24,view,P4
80,2018-06-24,view,P7
80,2018-06-24,view,P12
27,2018-06-25,login,
27,2018-06-25,view,P10
27,2018-06-25,view,P14
84,2018-06-25,login,
84,2018-06-25,view,P2
84,2018-06-25,view,P3
84,2018-06-25,view,P13
88,2018-06-25,login,
88,2018-06-25,view,P6
88,2018-06-25,view,P17
36,2018-06-28,login,
36,2018-06-28,view,P4
36,2018-06-28,view,P5
36,2018-06-28,view,P8
36,2018-06-28,view,P14
29,2018-06-30,login,
29,2018-06-30,view,P8
29,2018-06-30,view,P19
30,2018-06-30,login,
30,2018-06-30,view,P1
30,2018-06-30,view,P2
30,2018-06-30,view,P5
30,2018-06-30,view,P17
30,2018-06-30,view,P19
90,2018-06-30,login,
90,2018-06-30,view,P3
90,2018-06-30,view,P8
90,2018-06-30,view,P10
90,2018-06-30,view,P14
