user_id,product_id,target
13,P7,0
13,P8,1
13,P9,1
13,P10,0
13,P11,0
13,P12,1
13,P13,1
13,P14,0
13,P15,0
13,P16,0
13,P17,0
13,P18,1
13,P19,1
13,P20,1
14,P1,1
14,P2,0
14,P3,1
14,P4,1
14,P5,0
14,P6,1
14,P7,1
14,P8,0
14,P9,0
14,P10,0
14,P11,0
14,P12,0
14,P13,1
14,P14,0
14,P15,1
14,P16,1
14,P17,0
14,P18,0
14,P19,1
14,P20,0
15,P1,0
15,P2,1
15,P3,0
15,P4,0
15,P5,1
15,P6,1
15,P7,1
15,P8,0
15,P9,0
15,P10,0
15,P11,0
15,P12,0
15,P13,0
15,P14,1
15,P15,0
15,P16,1
15,P17,0
15,P18,1
15,P19,0
15,P20,0
16,P1,0
16,P2,1
16,P3,0
16,P4,0
16,P5,0
16,P6,1
16,P7,1
16,P8,1
16,P9,0
16,P10,0
16,P11,0
16,P12,1
16,P13,0
16,P14,0
16,P15,0
16,P16,0
16,P17,0
16,P18,0
16,P19,1
16,P20,0
17,P1,1
17,P2,1
17,P3,1
17,P4,0
17,P5,1
17,P6,0
17,P7,0
17,P8,1
17,P9,0
17,P10,0
17,P11,1
17,P12,0
17,P13,1
17,P14,0
17,P15,0
17,P16,0
17,P17,1
17,P18,0
17,P19,1
17,P20,1
18,P1,1
18,P2,1
18,P3,0
18,P4,0
18,P5,0
18,P6,1
18,P7,0
18,P8,0
18,P9,0
18,P10,0
18,P11,0
18,P12,1
18,P13,0
18,P14,0
18,P15,0
18,P16,0
18,P17,1
18,P18,0
18,P19,0
18,P20,0
19,P1,1
19,P2,1
19,P3,0
19,P4,0
19,P5,0
19,P6,0
19,P7,0
19,P8,0
19,P9,0
19,P10,0
19,P11,0
19,P12,1
19,P13,1
19,P14,0
19,P15,0
19,P16,1
19,P17,1
19,P18,0
19,P19,0
19,P20,0
20,P1,0
20,P2,1
20,P3,0
20,P4,1
20,P5,0
20,P6,0
20,P7,0
20,P8,0
20,P9,1
20,P10,0
20,P11,0
20,P12,1
20,P13,1
20,P14,1
20,P15,0
20,P16,0
20,P17,0
20,P18,0
20,P19,0
20,P20,1
21,P1,0
21,P2,0
21,P3,0
21,P4,0
21,P5,1
21,P6,0
21,P7,1
21,P8,1
21,P9,1
21,P10,0
21,P11,1
21,P12,0
21,P13,0
21,P14,1
21,P15,1
21,P16,0
21,P17,1
21,P18,0
21,P19,1
21,P20,0
22,P1,1
22,P2,0
22,P3,0
22,P4,1
22,P5,0
22,P6,0
22,P7,0
22,P8,0
22,P9,1
22,P10,1
22,P11,1
22,P12,0
22,P13,0
22,P14,0
22,P15,1
22,P16,0
22,P17,0
22,P18,0
22,P19,0
22,P20,1
23,P1,1
23,P2,0
23,P3,1
23,P4,0
23,P5,0
23,P6,0
23,P7,0
23,P8,0
23,P9,0
23,P10,0
23,P11,1
23,P12,0
23,P13,1
23,P14,0
23,P15,0
23,P16,0
23,P17,0
23,P18,0
23,P19,0
23,P20,1
24,P1,1
24,P2,1
24,P3,0
24,P4,1
24,P5,0
24,P6,1
24,P7,0
24,P8,1
24,P9,1
24,P10,0
24,P11,1
24,P12,0
24,P13,0
24,P14,1
24,P15,1
24,P16,0
24,P17,1
24,P18,0
24,P19,0
24,P20,0
25,P1,0
25,P2,1
25,P3,0
25,P4,1
25,P5,0
25,P6,0
25,P7,0
25,P8,1
25,P9,0
25,P10,0
25,P11,0
25,P12,0
25,P13,1
25,P14,1
25,P15,0
25,P16,0
25,P17,0
25,P18,0
25,P19,0
25,P20,0
26,P1,0
26,P2,0
26,P3,0
26,P4,1
26,P5,0
26,P6,0
26,P7,0
26,P8,0
26,P9,0
26,P10,1
26,P11,1
26,P12,0
26,P13,1
26,P14,1
26,P15,1
26,P16,1
26,P17,0
26,P18,0
26,P19,0
26,P20,0
27,P1,0
27,P2,1
27,P3,0
27,P4,0
27,P5,0
27,P6,0
27,P7,0
27,P8,0
27,P9,0
27,P10,0
27,P11,0
27,P12,0
27,P13,1
27,P14,1
27,P15,1
27,P16,0
27,P17,0
27,P18,0
27,P19,0
27,P20,0
28,P1,0
28,P2,1
28,P3,0
28,P4,0
28,P5,0
28,P6,0
28,P7,1
28,P8,1
28,P9,1
28,P10,0
28,P11,1
28,P12,0
28,P13,0
28,P14,1
28,P15,0
28,P16,0
28,P17,0
28,P18,0
28,P19,1
28,P20,0
29,P1,0
29,P2,0
29,P3,0
29,P4,0
29,P5,0
29,P6,1
29,P7,1
29,P8,0
29,P9,0
29,P10,0
29,P11,0
29,P12,0
29,P13,0
29,P14,0
29,P15,1
29,P16,1
29,P17,0
29,P18,0
29,P19,0
29,P20,0
30,P1,0
30,P2,1
30,P3,1
30,P4,0
30,P5,1
30,P6,0
30,P7,0
30,P8,1
30,P9,0
30,P10,1
30,P11,0
30,P12,0
30,P13,0
30,P14,0
30,P15,0
30,P16,0
30,P17,0
30,P18,0
30,P19,0
30,P20,0
31,P1,1
31,P2,1
31,P3,0
31,P4,1
31,P5,1
31,P6,0
31,P7,0
31,P8,1
31,P9,1
31,P10,1
31,P11,1
31,P12,0
31,P13,0
31,P14,1
31,P15,1
31,P16,0
31,P17,0
31,P18,0
31,P19,0
31,P20,0
32,P1,0
32,P2,0
32,P3,0
32,P4,1
32,P5,1
32,P6,1
32,P7,0
32,P8,0
32,P9,0
32,P10,1
32,P11,0
32,P12,1
32,P13,1
32,P14,0
32,P15,0
32,P16,0
32,P17,1
32,P18,0
32,P19,1
32,P20,1
33,P1,0
33,P2,0
33,P3,0
33,P4,0
33,P5,0
33,P6,0
33,P7,1
33,P8,1
33,P9,0
33,P10,1
33,P11,0
33,P12,0
33,P13,0
33,P14,0
33,P15,0
33,P16,0
33,P17,0
33,P18,0
33,P19,0
33,P20,0
34,P1,1
34,P2,1
34,P3,1
34,P4,0
34,P5,1
34,P6,1
34,P7,1
34,P8,0
34,P9,1
34,P10,0
34,P11,1
34,P12,0
34,P13,1
34,P14,0
34,P15,0
34,P16,0
34,P17,0
34,P18,1
34,P19,0
34,P20,0
35,P1,1
35,P2,1
35,P3,0
35,P4,0
35,P5,0
35,P6,0
35,P7,1
35,P8,1
35,P9,0
35,P10,0
35,P11,1
35,P12,0
35,P13,0
35,P14,0
35,P15,0
35,P16,0
35,P17,0
35,P18,1
35,P19,0
35,P20,0
36,P1,0
36,P2,1
36,P3,0
36,P4,1
36,P5,0
36,P6,0
36,P7,0
36,P8,0
36,P9,1
36,P10,0
36,P11,1
36,P12,0
36,P13,0
36,P14,1
36,P15,0
36,P16,0
36,P17,0
36,P18,0
36,P19,0
36,P20,1
37,P1,1
37,P2,1
37,P3,0
37,P4,1
37,P5,0
37,P6,0
37,P7,0
37,P8,1
37,P9,1
37,P10,1
37,P11,0
37,P12,1
37,P13,1
37,P14,0
37,P15,0
37,P16,0
37,P17,0
37,P18,0
37,P19,0
37,P20,1
38,P1,1
38,P2,1
38,P3,0
38,P4,1
38,P5,0
38,P6,0
38,P7,1
38,P8,0
38,P9,0
38,P10,0
38,P11,0
38,P12,1
38,P13,0
38,P14,0
38,P15,0
38,P16,0
38,P17,1
38,P18,0
38,P19,0
38,P20,0
39,P1,0
39,P2,0
39,P3,0
39,P4,1
39,P5,0
39,P6,0
39,P7,0
39,P8,0
39,P9,1
39,P10,0
39,P11,0
39,P12,1
39,P13,1
39,P14,0
39,P15,0
39,P16,1
39,P17,0
39,P18,0
39,P19,0
39,P20,1
40,P1,0
40,P2,1
40,P3,0
40,P4,0
40,P5,1
40,P6,0
40,P7,0
40,P8,0
40,P9,0
40,P10,1
40,P11,0
40,P12,0
40,P13,1
40,P14,0
40,P15,1
40,P16,0
40,P17,0
40,P18,1
40,P19,1
40,P20,0
41,P1,1
41,P2,0
41,P3,0
41,P4,0
41,P5,0
41,P6,1
41,P7,1
41,P8,1
41,P9,0
41,P10,0
41,P11,1
41,P12,1
41,P13,1
41,P14,0
41,P15,0
41,P16,0
41,P17,0
41,P18,0
41,P19,0
41,P20,0
42,P1,0
42,P2,1
42,P3,0
42,P4,1
42,P5,0
42,P6,0
42,P7,0
42,P8,0
42,P9,1
42,P10,0
42,P11,1
42,P12,1
42,P13,0
42,P14,0
42,P15,0
42,P16,0
42,P17,0
42,P18,0
42,P19,0
42,P20,0
43,P1,1
43,P2,1
43,P3,1
43,P4,1
43,P5,1
43,P6,0
43,P7,1
43,P8,0
43,P9,1
43,P10,0
43,P11,1
43,P12,1
43,P13,1
43,P14,1
43,P15,0
43,P16,0
43,P17,1
43,P18,1
43,P19,1
43,P20,0
44,P1,0
44,P2,1
44,P3,1
44,P4,0
44,P5,0
44,P6,0
44,P7,0
44,P8,1
44,P9,0
44,P10,0
44,P11,1
44,P12,0
44,P13,1
44,P14,0
44,P15,0
44,P16,0
44,P17,1
44,P18,0
44,P19,1
44,P20,1
45,P1,0
45,P2,0
45,P3,1
45,P4,0
45,P5,0
45,P6,0
45,P7,1
45,P8,0
45,P9,0
45,P10,0
45,P11,1
45,P12,0
45,P13,0
45,P14,1
45,P15,0
45,P16,1
45,P17,1
45,P18,0
45,P19,0
45,P20,0
46,P1,0
46,P2,0
46,P3,0
46,P4,0
46,P5,1
46,P6,0
46,P7,1
46,P8,0
46,P9,1
46,P10,0
46,P11,0
46,P12,0
46,P13,0
46,P14,0
46,P15,1
46,P16,0
46,P17,0
46,P18,0
46,P19,0
46,P20,0
47,P1,0
47,P2,0
47,P3,0
47,P4,1
47,P5,0
47,P6,1
47,P7,0
47,P8,0
47,P9,0
47,P10,1
47,P11,0
47,P12,0
47,P13,0
47,P14,0
47,P15,0
47,P16,0
47,P17,0
47,P18,0
47,P19,0
47,P20,0
48,P1,1
48,P2,0
48,P3,1
48,P4,0
48,P5,1
48,P6,0
48,P7,1
48,P8,0
48,P9,1
48,P10,0
48,P11,0
48,P12,0
48,P13,1
48,P14,1
48,P15,0
48,P16,0
48,P17,1
48,P18,0
48,P19,1
48,P20,0
49,P1,0
49,P2,0
49,P3,0
49,P4,0
49,P5,1
49,P6,0
49,P7,0
49,P8,0
49,P9,0
49,P10,1
49,P11,0
49,P12,0
49,P13,0
49,P14,0
49,P15,0
49,P16,1
49,P17,0
49,P18,0
49,P19,1
49,P20,0
50,P1,0
50,P2,0
50,P3,0
50,P4,0
50,P5,0
50,P6,0
50,P7,0
50,P8,0
50,P9,0
50,P10,0
50,P11,0
50,P12,0
50,P13,1
50,P14,1
50,P15,0
50,P16,1
50,P17,1
50,P18,0
50,P19,1
50,P20,1
51,P1,0
51,P2,0
51,P3,1
51,P4,1
51,P5,0
51,P6,0
51,P7,0
51,P8,0
51,P9,0
51,P10,0
51,P11,1
51,P12,1
51,P13,0
51,P14,1
51,P15,0
51,P16,1
51,P17,0
51,P18,0
51,P19,0
51,P20,0
52,P1,0
52,P2,0
52,P3,0
52,P4,1
52,P5,0
52,P6,0
52,P7,0
52,P8,1
52,P9,0
52,P10,1
52,P11,1
52,P12,0
52,P13,0
52,P14,0
52,P15,0
52,P16,0
52,P17,1
52,P18,0
52,P19,0
52,P20,0
53,P1,0
53,P2,0
53,P3,0
53,P4,0
53,P5,0
53,P6,1
53,P7,0
53,P8,0
53,P9,0
53,P10,0
53,P11,1
53,P12,1
53,P13,0
53,P14,0
53,P15,0
53,P16,1
53,P17,0
53,P18,0
53,P19,0
53,P20,0
54,P1,1
54,P2,1
54,P3,1
54,P4,0
54,P5,0
54,P6,0
54,P7,0
54,P8,0
54,P9,1
54,P10,1
54,P11,0
54,P12,0
54,P13,0
54,P14,0
54,P15,1
54,P16,1
54,P17,0
54,P18,0
54,P19,0
54,P20,0
55,P1,1
55,P2,0
55,P3,0
55,P4,0
55,P5,0
55,P6,0
55,P7,0
55,P8,1
55,P9,0
55,P10,0
55,P11,1
55,P12,1
55,P13,1
55,P14,0
55,P15,0
55,P16,0
55,P17,1
55,P18,0
55,P19,0
55,P20,0
56,P1,1
56,P2,0
56,P3,0
56,P4,0
56,P5,0
56,P6,0
56,P7,0
56,P8,0
56,P9,1
56,P10,1
56,P11,0
56,P12,1
56,P13,0
56,P14,1
56,P15,0
56,P16,0
56,P17,0
56,P18,0
56,P19,0
56,P20,1
57,P1,0
57,P2,0
57,P3,0
57,P4,1
57,P5,0
57,P6,0
57,P7,1
57,P8,1
57,P9,0
57,P10,0
57,P11,0
57,P12,1
57,P13,0
57,P14,0
57,P15,0
57,P16,0
57,P17,0
57,P18,1
57,P19,1
57,P20,1
58,P1,1
58,P2,1
58,P3,0
58,P4,0
58,P5,1
58,P6,0
58,P7,1
58,P8,1
58,P9,0
58,P10,0
58,P11,0
58,P12,0
58,P13,0
58,P14,0
58,P15,0
58,P16,1
58,P17,0
58,P18,1
58,P19,0
58,P20,0
59,P1,0
59,P2,0
59,P3,0
59,P4,1
59,P5,1
59,P6,1
59,P7,0
59,P8,1
59,P9,0
59,P10,0
59,P11,1
59,P12,0
59,P13,0
59,P14,1
59,P15,0
59,P16,1
59,P17,0
59,P18,0
59,P19,0
59,P20,0
60,P1,0
60,P2,1
60,P3,0
60,P4,1
60,P5,0
60,P6,1
60,P7,0
60,P8,1
60,P9,0
60,P10,1
60,P11,0
60,P12,0
60,P13,0
60,P14,0
60,P15,0
60,P16,1
60,P17,0
60,P18,1
60,P19,0
60,P20,0
61,P1,0
61,P2,0
61,P3,0
61,P4,1
61,P5,0
61,P6,0
61,P7,0
61,P8,1
61,P9,1
61,P10,0
61,P11,1
61,P12,0
61,P13,0
61,P14,1
61,P15,1
61,P16,0
61,P17,0
61,P18,1
61,P19,0
61,P20,0
62,P1,1
62,P2,1
62,P3,0
62,P4,1
62,P5,1
62,P6,1
62,P7,0
62,P8,0
62,P9,0
62,P10,0
62,P11,1
62,P12,0
62,P13,0
62,P14,0
62,P15,0
62,P16,0
62,P17,1
62,P18,0
62,P19,1
62,P20,0
63,P1,1
63,P2,1
63,P3,1
63,P4,1
63,P5,0
63,P6,0
63,P7,1
63,P8,1
63,P9,1
63,P10,0
63,P11,1
63,P12,1
63,P13,0
63,P14,1
63,P15,0
63,P16,0
63,P17,0
63,P18,0
63,P19,0
63,P20,0
64,P1,1
64,P2,0
64,P3,0
64,P4,1
64,P5,0
64,P6,0
64,P7,0
64,P8,0
64,P9,1
64,P10,0
64,P11,1
64,P12,0
64,P13,1
64,P14,1
64,P15,0
64,P16,1
64,P17,1
64,P18,0
64,P19,1
64,P20,0
65,P1,0
65,P2,1
65,P3,1
65,P4,1
65,P5,0
65,P6,1
65,P7,0
65,P8,0
65,P9,0
65,P10,1
65,P11,0
65,P12,0
65,P13,0
65,P14,0
65,P15,0
65,P16,1
65,P17,0
65,P18,0
65,P19,0
65,P20,0
66,P1,1
66,P2,1
66,P3,1
66,P4,0
66,P5,0
66,P6,1
66,P7,0
66,P8,1
66,P9,1
66,P10,0
66,P11,0
66,P12,0
66,P13,0
66,P14,0
66,P15,0
66,P16,1
66,P17,1
66,P18,0
66,P19,0
66,P20,0
67,P1,0
67,P2,0
67,P3,0
67,P4,0
67,P5,1
67,P6,0
67,P7,0
67,P8,1
67,P9,0
67,P10,0
67,P11,1
67,P12,1
67,P13,0
67,P14,1
67,P15,0
67,P16,0
67,P17,0
67,P18,0
67,P19,1
67,P20,0
68,P1,1
68,P2,0
68,P3,0
68,P4,0
68,P5,1
68,P6,0
68,P7,0
68,P8,0
68,P9,1
68,P10,0
68,P11,1
68,P12,0
68,P13,0
68,P14,1
68,P15,0
68,P16,0
68,P17,0
68,P18,0
68,P19,1
68,P20,0
69,P1,0
69,P2,1
69,P3,1
69,P4,1
69,P5,0
69,P6,0
69,P7,1
69,P8,0
69,P9,0
69,P10,0
69,P11,1
69,P12,0
69,P13,0
69,P14,1
69,P15,0
69,P16,0
69,P17,1
69,P18,0
69,P19,0
69,P20,1
70,P1,1
70,P2,0
70,P3,1
70,P4,0
70,P5,0
70,P6,0
70,P7,1
70,P8,0
70,P9,1
70,P10,0
70,P11,0
70,P12,0
70,P13,0
70,P14,0
70,P15,0
70,P16,1
70,P17,0
70,P18,1
70,P19,0
70,P20,0
71,P1,1
71,P2,1
71,P3,1
71,P4,0
71,P5,0
71,P6,0
71,P7,1
71,P8,1
71,P9,0
71,P10,1
71,P11,0
71,P12,1
71,P13,0
71,P14,1
71,P15,1
71,P16,0
71,P17,0
71,P18,0
71,P19,0
71,P20,0
72,P1,0
72,P2,0
72,P3,0
72,P4,0
72,P5,0
72,P6,0
72,P7,1
72,P8,1
72,P9,0
72,P10,0
72,P11,1
72,P12,0
72,P13,0
72,P14,1
72,P15,1
72,P16,0
72,P17,0
72,P18,0
72,P19,0
72,P20,1
73,P1,0
73,P2,1
73,P3,0
73,P4,1
73,P5,0
73,P6,0
73,P7,0
73,P8,0
73,P9,0
73,P10,1
73,P11,0
73,P12,0
73,P13,1
73,P14,1
73,P15,0
73,P16,1
73,P17,1
73,P18,0
73,P19,0
73,P20,0
74,P1,1
74,P2,0
74,P3,0
74,P4,1
74,P5,1
74,P6,0
74,P7,0
74,P8,0
74,P9,0
74,P10,0
74,P11,1
74,P12,0
74,P13,1
74,P14,1
74,P15,0
74,P16,0
74,P17,0
74,P18,0
74,P19,0
74,P20,0
75,P1,0
75,P2,0
75,P3,1
75,P4,1
75,P5,0
75,P6,1
75,P7,1
75,P8,0
75,P9,1
75,P10,1
75,P11,0
75,P12,1
75,P13,0
75,P14,1
75,P15,0
75,P16,0
75,P17,1
75,P18,0
75,P19,0
75,P20,0
76,P1,0
76,P2,1
76,P3,0
76,P4,0
76,P5,0
76,P6,0
76,P7,0
76,P8,0
76,P9,1
76,P10,0
76,P11,1
76,P12,0
76,P13,0
76,P14,1
76,P15,0
76,P16,1
76,P17,0
76,P18,1
76,P19,0
76,P20,0
77,P1,1
77,P2,1
77,P3,1
77,P4,1
77,P5,0
77,P6,0
77,P7,0
77,P8,0
77,P9,0
77,P10,0
77,P11,1
77,P12,1
77,P13,0
77,P14,0
77,P15,0
77,P16,0
77,P17,0
77,P18,0
77,P19,1
77,P20,1
78,P1,0
78,P2,0
78,P3,0
78,P4,0
78,P5,1
78,P6,0
78,P7,0
78,P8,1
78,P9,1
78,P10,0
78,P11,0
78,P12,0
78,P13,1
78,P14,0
78,P15,0
78,P16,0
78,P17,1
78,P18,0
78,P19,0
78,P20,0
79,P1,0
79,P2,0
79,P3,0
79,P4,1
79,P5,0
79,P6,0
79,P7,0
79,P8,0
79,P9,1
79,P10,0
79,P11,1
79,P12,0
79,P13,0
79,P14,0
79,P15,0
79,P16,0
79,P17,0
79,P18,0
79,P19,1
79,P20,0
80,P1,1
80,P2,1
80,P3,0
80,P4,1
80,P5,0
80,P6,0
80,P7,0
80,P8,0
80,P9,0
80,P10,0
80,P11,0
80,P12,0
80,P13,0
80,P14,0
80,P15,1
80,P16,0
80,P17,1
80,P18,0
80,P19,0
80,P20,0
81,P1,0
81,P2,1
81,P3,1
81,P4,0
81,P5,0
81,P6,0
81,P7,0
81,P8,1
81,P9,0
81,P10,1
81,P11,1
81,P12,0
81,P13,1
81,P14,1
81,P15,0
81,P16,0
81,P17,0
81,P18,0
81,P19,0
81,P20,1
82,P1,0
82,P2,1
82,P3,0
82,P4,0
82,P5,1
82,P6,0
82,P7,0
82,P8,0
82,P9,0
82,P10,1
82,P11,0
82,P12,0
82,P13,1
82,P14,1
82,P15,0
82,P16,0
82,P17,1
82,P18,1
82,P19,0
82,P20,0
83,P1,1
83,P2,1
83,P3,0
83,P4,0
83,P5,0
83,P6,0
83,P7,0
83,P8,0
83,P9,0
83,P10,0
83,P11,0
83,P12,1
83,P13,1
83,P14,0
83,P15,1
83,P16,0
83,P17,1
83,P18,1
83,P19,0
83,P20,0
84,P1,0
84,P2,1
84,P3,0
84,P4,0
84,P5,0
84,P6,0
84,P7,0
84,P8,0
84,P9,0
84,P10,0
84,P11,1
84,P12,1
84,P13,1
84,P14,1
84,P15,0
84,P16,0
84,P17,0
84,P18,0
84,P19,0
84,P20,0
85,P1,0
85,P2,1
85,P3,0
85,P4,1
85,P5,0
85,P6,0
85,P7,1
85,P8,0
85,P9,1
85,P10,0
85,P11,1
85,P12,0
85,P13,0
85,P14,1
85,P15,0
85,P16,0
85,P17,0
85,P18,1
85,P19,0
85,P20,0
86,P1,0
86,P2,0
86,P3,1
86,P4,1
86,P5,1
86,P6,1
86,P7,1
86,P8,0
86,P9,0
86,P10,0
86,P11,1
86,P12,0
86,P13,0
86,P14,1
86,P15,0
86,P16,0
86,P17,1
86,P18,0
86,P19,1
86,P20,0
87,P1,0
87,P2,1
87,P3,1
87,P4,1
87,P5,0
87,P6,0
87,P7,0
87,P8,0
87,P9,0
87,P10,0
87,P11,0
87,P12,0
87,P13,1
87,P14,0
87,P15,0
87,P16,0
87,P17,1
87,P18,0
87,P19,0
87,P20,0
88,P1,1
88,P2,0
88,P3,0
88,P4,0
88,P5,1
88,P6,1
88,P7,0
88,P8,0
88,P9,1
88,P10,0
88,P11,1
88,P12,0
88,P13,1
88,P14,0
88,P15,0
88,P16,1
88,P17,1
88,P18,0
88,P19,0
88,P20,0
89,P1,0
89,P2,0
89,P3,1
89,P4,0
89,P5,0
89,P6,1
89,P7,1
89,P8,0
89,P9,0
89,P10,0
89,P11,0
89,P12,1
89,P13,0
89,P14,1
89,P15,0
89,P16,0
89,P17,0
89,P18,0
89,P19,0
89,P20,0
90,P1,0
90,P2,0
90,P3,1
90,P4,0
90,P5,0
90,P6,0
90,P7,0
90,P8,1
90,P9,1
90,P10,1
90,P11,1
90,P12,0
90,P13,1
90,P14,1
90,P15,1
90,P16,1
90,P17,0
90,P18,1
90,P19,0
90,P20,0
91,P1,1
91,P2,0
91,P3,0
91,P4,0
91,P5,0
91,P6,1
91,P7,0
91,P8,0
91,P9,1
91,P10,0
91,P11,0
91,P12,1
91,P13,1
91,P14,0
91,P15,0
91,P16,1
91,P17,1
91,P18,1
91,P19,1
91,P20,0
92,P1,1
92,P2,1
92,P3,1
92,P4,0
92,P5,0
92,P6,0
92,P7,0
92,P8,1
92,P9,1
92,P10,1
92,P11,0
92,P12,0
92,P13,1
92,P14,0
92,P15,0
92,P16,0
92,P17,0
92,P18,1
92,P19,0
92,P20,1
93,P1,0
93,P2,0
93,P3,0
93,P4,0
93,P5,0
93,P6,0
93,P7,0
93,P8,0
93,P9,0
93,P10,0
93,P11,1
93,P12,0
93,P13,1
93,P14,0
93,P15,1
93,P16,0
93,P17,0
93,P18,0
93,P19,0
93,P20,0
94,P1,1
94,P2,0
94,P3,0
94,P4,1
94,P5,0
94,P6,0
94,P7,1
94,P8,1
94,P9,0
94,P10,0
94,P11,0
94,P12,0
94,P13,1
94,P14,0
94,P15,0
94,P16,0
94,P17,0
94,P18,0
94,P19,0
94,P20,0
95,P1,1
95,P2,0
95,P3,0
95,P4,0
95,P5,0
95,P6,0
95,P7,0
95,P8,0
95,P9,1
95,P10,0
95,P11,1
95,P12,1
95,P13,1
95,P14,1
95,P15,1
95,P16,1
95,P17,0
95,P18,0
95,P19,0
95,P20,0
96,P1,1
96,P2,0
96,P3,0
96,P4,0
96,P5,0
96,P6,0
96,P7,0
96,P8,0
96,P9,0
96,P10,0
96,P11,1
96,P12,1
96,P13,1
96,P14,0
96,P15,0
96,P16,0
96,P17,1
96,P18,0
96,P19,0
96,P20,0
97,P1,0
97,P2,0
97,P3,0
97,P4,0
97,P5,1
97,P6,1
97,P7,1
97,P8,0
97,P9,0
97,P10,0
97,P11,1
97,P12,0
97,P13,1
97,P14,0
97,P15,0
97,P16,0
97,P17,0
97,P18,1
97,P19,0
97,P20,0
98,P1,0
98,P2,0
98,P3,0
98,P4,1
98,P5,0
98,P6,0
98,P7,1
98,P8,0
98,P9,0
98,P10,1
98,P11,1
98,P12,0
98,P13,0
98,P14,1
98,P15,0
98,P16,0
98,P17,0
98,P18,0
98,P19,1
98,P20,0
99,P1,0
99,P2,0
99,P3,0
99,P4,0
99,P5,0
99,P6,0
99,P7,1
99,P8,0
99,P9,1
99,P10,0
99,P11,0
99,P12,0
99,P13,0
99,P14,0
99,P15,0
99,P16,0
99,P17,1
99,P18,1
99,P19,0
99,P20,0
100,P1,1
100,P2,0
100,P3,0
100,P4,0
100,P5,0
100,P6,0
100,P7,1
100,P8,0
100,P9,1
100,P10,1
100,P11,0
100,P12,0
100,P13,0
100,P14,1
100,P15,0
100,P16,0
100,P17,0
